"Qty";"Value";"Device";"Package";"Parts";"Description";"";
"1";"";"2X13WANNE";"2X13WV";"J2";"";"";
"1";"2X12_PORT";"2X12_PORT";"2X12_PORT";"J1";"";"";
"1";"OPEN_SOURCE_HW";"OPEN_SOURCE_HW";"OPENHW";"U$9";"";"";
